occupation,gender,age_band,anxiety,occupation2
other,female,25-34,1,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,male,45-54,0,all_others
other,male,35-44,1,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,male,65+,0,all_others
other,male,25-34,1,all_others
other,male,45-54,0,all_others
other,male,65+,0,all_others
other,female,18-24,0,all_others
other,male,25-34,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,25-34,1,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,male,25-34,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,female,35-44,1,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,female,55-64,0,all_others
other,female,45-54,1,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,male,55-64,0,all_others
other,female,55-64,1,all_others
other,female,18-24,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,65+,0,all_others
other,male,35-44,0,all_others
other,female,18-24,0,all_others
other,female,35-44,0,all_others
other,male,55-64,0,all_others
other,female,35-44,1,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,18-24,0,all_others
other,male,55-64,0,all_others
other,male,18-24,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,45-54,1,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,male,55-64,1,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,male,18-24,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,male,65+,0,all_others
other,male,35-44,0,all_others
other,male,25-34,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,male,35-44,0,all_others
other,female,18-24,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,25-34,1,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,female,65+,0,all_others
other,male,55-64,1,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,male,65+,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,male,65+,0,all_others
other,female,25-34,0,all_others
other,female,25-34,1,all_others
other,female,35-44,0,all_others
other,female,18-24,1,all_others
other,female,35-44,0,all_others
other,male,55-64,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,male,35-44,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,female,18-24,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,18-24,0,all_others
other,male,25-34,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,35-44,1,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,male,55-64,0,all_others
other,female,45-54,0,all_others
other,male,55-64,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,female,35-44,1,all_others
other,male,25-34,0,all_others
other,male,55-64,0,all_others
other,male,45-54,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,male,18-24,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,male,35-44,1,all_others
other,female,65+,0,all_others
other,female,18-24,0,all_others
other,female,25-34,0,all_others
other,male,45-54,0,all_others
other,male,65+,1,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,male,55-64,0,all_others
other,female,35-44,0,all_others
other,male,55-64,0,all_others
other,female,18-24,0,all_others
other,male,65+,0,all_others
other,female,35-44,0,all_others
other,male,65+,0,all_others
other,female,18-24,0,all_others
other,male,45-54,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,male,55-64,0,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,female,65+,1,all_others
other,female,18-24,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,18-24,0,all_others
other,female,65+,0,all_others
other,male,25-34,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,25-34,0,all_others
other,female,65+,0,all_others
other,male,45-54,0,all_others
other,male,25-34,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,male,65+,0,all_others
other,male,55-64,0,all_others
other,male,65+,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,65+,0,all_others
other,male,18-24,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,65+,0,all_others
other,male,35-44,0,all_others
other,male,55-64,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,45-54,1,all_others
other,female,45-54,0,all_others
other,female,35-44,1,all_others
other,female,55-64,1,all_others
other,male,55-64,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,male,45-54,0,all_others
other,female,18-24,0,all_others
other,female,25-34,0,all_others
other,female,18-24,1,all_others
other,male,35-44,0,all_others
other,male,55-64,0,all_others
other,male,65+,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,female,25-34,1,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,male,65+,0,all_others
other,female,25-34,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,male,65+,0,all_others
other,female,18-24,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,65+,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,35-44,1,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,18-24,0,all_others
other,female,45-54,0,all_others
other,female,35-44,1,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,55-64,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,35-44,1,all_others
other,female,18-24,0,all_others
other,male,55-64,0,all_others
other,male,25-34,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,female,25-34,1,all_others
other,female,55-64,0,all_others
other,male,18-24,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,25-34,1,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,female,35-44,1,all_others
other,male,65+,0,all_others
other,male,25-34,0,all_others
other,female,18-24,0,all_others
other,female,35-44,0,all_others
other,male,65+,1,all_others
other,male,25-34,0,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,male,55-64,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,18-24,0,all_others
other,female,55-64,0,all_others
other,male,65+,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,male,55-64,0,all_others
other,male,35-44,1,all_others
other,female,55-64,1,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,male,25-34,0,all_others
other,male,18-24,0,all_others
other,male,55-64,0,all_others
other,male,55-64,0,all_others
other,male,35-44,0,all_others
other,male,55-64,1,all_others
other,female,25-34,0,all_others
other,male,65+,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,male,65+,0,all_others
other,male,45-54,1,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,male,25-34,0,all_others
other,female,35-44,0,all_others
other,female,25-34,1,all_others
other,female,25-34,0,all_others
other,female,25-34,1,all_others
other,male,35-44,1,all_others
other,male,35-44,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,male,45-54,0,all_others
other,female,25-34,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,65+,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,male,55-64,0,all_others
other,female,55-64,0,all_others
other,male,25-34,1,all_others
other,male,35-44,0,all_others
other,male,55-64,0,all_others
other,male,45-54,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,male,55-64,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,male,55-64,0,all_others
other,female,18-24,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,25-34,1,all_others
other,female,55-64,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,male,65+,0,all_others
other,female,18-24,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,female,18-24,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,male,45-54,1,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,male,65+,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,35-44,1,all_others
other,male,55-64,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,male,55-64,1,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,male,25-34,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,female,55-64,1,all_others
other,female,45-54,0,all_others
other,male,65+,0,all_others
other,female,25-34,0,all_others
other,male,25-34,0,all_others
other,female,35-44,0,all_others
other,female,18-24,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,male,55-64,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,female,25-34,1,all_others
other,female,45-54,0,all_others
other,female,55-64,1,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,35-44,1,all_others
other,female,55-64,0,all_others
other,male,25-34,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,male,18-24,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,male,35-44,0,all_others
other,male,35-44,0,all_others
other,female,18-24,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,male,45-54,1,all_others
other,male,45-54,0,all_others
other,male,45-54,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,45-54,1,all_others
other,male,35-44,0,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,female,25-34,1,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,female,18-24,1,all_others
other,male,55-64,0,all_others
other,female,55-64,0,all_others
other,female,35-44,1,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,55-64,0,all_others
other,male,25-34,1,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,male,45-54,0,all_others
other,male,25-34,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,male,55-64,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,male,25-34,0,all_others
other,male,65+,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,female,18-24,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,male,65+,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,25-34,1,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,male,25-34,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,male,55-64,0,all_others
other,male,35-44,0,all_others
other,male,35-44,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,female,35-44,1,all_others
other,female,25-34,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,male,55-64,1,all_others
other,male,35-44,0,all_others
other,female,65+,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,male,18-24,0,all_others
other,female,55-64,0,all_others
other,male,25-34,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,female,65+,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,55-64,1,all_others
other,male,35-44,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,male,45-54,1,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,female,65+,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,male,55-64,0,all_others
other,female,55-64,0,all_others
other,male,65+,0,all_others
other,female,25-34,1,all_others
other,female,45-54,0,all_others
other,female,55-64,1,all_others
other,male,55-64,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,18-24,1,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,male,25-34,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,male,65+,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,male,55-64,0,all_others
other,male,45-54,0,all_others
other,female,55-64,1,all_others
other,male,45-54,0,all_others
other,female,25-34,1,all_others
other,male,45-54,1,all_others
other,male,55-64,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,65+,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,45-54,1,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,male,65+,0,all_others
other,female,45-54,0,all_others
other,male,18-24,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,female,65+,1,all_others
other,female,65+,0,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,male,55-64,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,female,25-34,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,male,55-64,0,all_others
other,male,65+,0,all_others
other,male,18-24,0,all_others
other,female,18-24,0,all_others
other,male,18-24,0,all_others
other,female,55-64,0,all_others
other,female,45-54,1,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,female,18-24,1,all_others
other,female,55-64,1,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,male,45-54,0,all_others
other,female,65+,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,male,55-64,0,all_others
other,male,18-24,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,18-24,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,female,65+,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,male,18-24,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,male,55-64,0,all_others
other,male,45-54,0,all_others
other,male,35-44,0,all_others
other,female,55-64,1,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,65+,0,all_others
other,female,45-54,0,all_others
other,male,55-64,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,65+,0,all_others
other,female,55-64,0,all_others
other,female,18-24,0,all_others
other,female,25-34,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,female,65+,0,all_others
other,female,45-54,0,all_others
other,female,35-44,1,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,male,65+,0,all_others
other,female,18-24,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,18-24,0,all_others
other,male,18-24,0,all_others
other,female,25-34,0,all_others
other,male,45-54,0,all_others
other,female,45-54,1,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,male,35-44,0,all_others
other,male,55-64,0,all_others
other,male,45-54,0,all_others
other,female,18-24,0,all_others
other,female,18-24,0,all_others
other,male,55-64,1,all_others
other,male,18-24,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,55-64,1,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,male,55-64,0,all_others
other,female,55-64,0,all_others
other,male,45-54,0,all_others
other,female,18-24,1,all_others
other,female,35-44,1,all_others
other,male,45-54,0,all_others
other,female,65+,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,female,45-54,0,all_others
other,male,25-34,0,all_others
other,male,45-54,0,all_others
other,male,45-54,0,all_others
other,male,35-44,0,all_others
other,female,25-34,0,all_others
other,female,18-24,0,all_others
other,female,18-24,0,all_others
other,male,65+,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,45-54,1,all_others
other,male,25-34,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,male,65+,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,male,18-24,0,all_others
other,female,25-34,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,male,25-34,1,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,male,35-44,0,all_others
other,male,18-24,0,all_others
other,female,65+,0,all_others
other,male,35-44,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,male,55-64,0,all_others
other,male,25-34,0,all_others
other,male,55-64,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,65+,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,25-34,1,all_others
other,male,18-24,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,male,45-54,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,male,25-34,0,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,female,45-54,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,35-44,0,all_others
other,male,45-54,0,all_others
other,female,45-54,0,all_others
other,female,65+,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,male,55-64,0,all_others
other,male,55-64,0,all_others
other,male,55-64,0,all_others
other,male,35-44,0,all_others
other,male,65+,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,male,35-44,1,all_others
other,female,45-54,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,female,25-34,0,all_others
other,male,35-44,0,all_others
other,female,45-54,0,all_others
other,female,35-44,0,all_others
other,female,55-64,0,all_others
other,female,25-34,0,all_others
other,male,65+,0,all_others
other,female,25-34,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,female,35-44,0,all_others
other,male,25-34,0,all_others
other,male,65+,0,all_others
other,female,65+,0,all_others
other,female,18-24,1,all_others
other,female,35-44,0,all_others
other,female,45-54,0,all_others
other,male,45-54,0,all_others
other,female,55-64,0,all_others
other,male,35-44,0,all_others
other,female,55-64,0,all_others
other,female,35-44,0,all_others
other,male,65+,0,all_others
other,female,45-54,0,all_others
